player_name,Twitter,Instagram,Appearances,Goals,Wins,Losses,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Facebook,Gls,Ast,xG,xAG,PrgC,PrgP,Min,MP,Tkl,TklW,Int,Gls_per_90,Ast_per_90,position
Max Aarons,https://twitter.com/maxaarons2,https://www.instagram.com/maxaarons2/,90.0,0.0,12.0,62.0,10.0,174.0,141.0,66%,1.0,13.0,73.0,165.0,63.0,4.0,407.0,404.0,383.0,96.0,41.0,111.0,1.0,0.0,4.0,"2,887",32.08,10.0,136.0,21%,7.0,94.0,16.0,0.0,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Zach Abbott,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Terry Ablade,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Josh Acheampong,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Tyler Adams,https://www.instagram.com/tyler.adams/,0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,75%,0.0,0.0,4.0,2.0,2.0,0.0,7.0,11.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,69,23.0,0.0,1.0,0%,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Tosin Adarabioyo,0,0,20.0,2.0,8.0,8.0,6.0,25.0,21.0,52%,0.0,2.0,25.0,80.0,47.0,0.0,43.0,83.0,51.0,1.0,57.0,28.0,0.0,0.0,0.0,"1,211",60.55,0.0,1.0,0%,1.0,72.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LB
Tayo Adaramola,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Elijah Adebayo,0,0,27.0,10.0,5.0,16.0,0.0,0.0,4.0,0,0.0,7.0,6.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,7.3,0.0,5.0,0,0.0,0.0,1.0,0.0,27.0,13.0,4.0,5.0,1.0,2.0,0.37,0.0,0.0,31.0,14.0,45%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Valintino Adedokun,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Simon Adingra,0,0,31.0,6.0,9.0,12.0,0.0,0.0,45.0,0,0.0,7.0,19.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,747,24.1,6.0,76.0,0,0.0,0.0,3.0,0.0,29.0,17.0,1.0,5.0,0.0,1.0,0.19,0.0,0.0,52.0,22.0,42%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IF
Adler Nascimento,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Adrián,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Daniel Adu-Adjei,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Nayef Aguerd,https://www.instagram.com/nayefaguerd/,0,21.0,1.0,7.0,10.0,2.0,44.0,26.0,54%,0.0,3.0,17.0,80.0,39.0,1.0,102.0,83.0,52.0,3.0,48.0,33.0,0.0,0.0,0.0,"1,164",55.43,0.0,5.0,0%,1.0,104.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
Brandon Aguilera,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Enock Agyei,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Naouirou Ahamada,0,0,20.0,0.0,4.0,11.0,0.0,0.0,13.0,69%,0.0,4.0,2.0,4.0,1.0,0.0,30.0,29.0,37.0,7.0,4.0,3.0,0.0,0.0,0.0,179,8.95,0.0,6.0,0%,0.0,8.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Anel Ahmedhodzic,0,0,31.0,2.0,2.0,24.0,1.0,89.0,64.0,56%,2.0,4.0,34.0,134.0,42.0,0.0,106.0,139.0,108.0,11.0,51.0,36.0,0.0,1.0,0.0,955,30.81,1.0,6.0,17%,1.0,47.0,9.0,1.0,34.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
Ola Aina,0,0,22.0,1.0,6.0,12.0,0.0,39.0,47.0,66%,0.0,5.0,18.0,41.0,22.0,0.0,97.0,115.0,66.0,27.0,17.0,12.0,0.0,0.0,1.0,633,28.77,0.0,28.0,25%,2.0,20.0,3.0,0.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Rayan Aït-Nouri,0,0,33.0,2.0,12.0,17.0,0.0,43.0,71.0,62%,0.0,5.0,15.0,31.0,15.0,1.0,136.0,207.0,166.0,62.0,21.0,25.0,0.0,0.0,1.0,"1,038",31.45,3.0,41.0,20%,2.0,23.0,7.0,0.0,25.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Kristoffer Ajer,https://www.instagram.com/kristoffer.v.ajer/,0,28.0,2.0,8.0,12.0,2.0,33.0,38.0,55%,0.0,3.0,25.0,78.0,36.0,0.0,60.0,121.0,69.0,10.0,65.0,23.0,0.0,1.0,1.0,722,25.79,5.0,22.0,23%,1.0,31.0,5.0,0.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Manuel Akanji,https://www.instagram.com/obafemi_36/,0,30.0,2.0,22.0,2.0,11.0,23.0,42.0,67%,1.0,4.0,23.0,61.0,33.0,0.0,142.0,90.0,72.0,2.0,28.0,30.0,0.0,0.0,0.0,"2,296",76.53,0.0,9.0,22%,4.0,81.0,2.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Ameen Al Dakhil,0,0,13.0,1.0,1.0,10.0,0.0,26.0,12.0,42%,0.0,3.0,12.0,34.0,25.0,0.0,50.0,33.0,46.0,3.0,14.0,23.0,1.0,1.0,0.0,598,46.0,0.0,3.0,33%,2.0,20.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Thiago Alcântara,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,0.0,0.0,0%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Alex Murphy,0,0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,100%,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17,8.5,0.0,0.0,0%,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Alex Telles,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Trent Alexander-Arnold,https://www.facebook.com/trentarnold66/,https://twitter.com/TrentAA,28.0,3.0,16.0,4.0,4.0,28.0,39.0,67%,3.0,14.0,31.0,42.0,15.0,0.0,176.0,84.0,102.0,28.0,8.0,6.0,0.0,2.0,4.0,"1,685",60.18,17.0,168.0,33%,22.0,147.0,6.0,0.0,9.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Alisson Becker,https://www.facebook.com/AlissonBeckerOficial/,https://twitter.com/alissonbecker?lang=en,28.0,0.0,16.0,4.0,8.0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,997,35.61,0.0,0,0,0.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,83.0,0.0,10.0,11.0,4.0,11.0,140.0,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Sonny Aljofree,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Josh Allen,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Max Alleyne,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Miguel Almirón,https://www.instagram.com/miguel_almiron/,0,33.0,3.0,15.0,13.0,0.0,0.0,36.0,67%,0.0,9.0,10.0,12.0,6.0,0.0,97.0,87.0,89.0,23.0,6.0,7.0,0.0,0.0,1.0,767,23.24,6.0,24.0,17%,5.0,13.0,2.0,0.0,16.0,10.0,0.0,0.0,3.0,2.0,0.09,0.0,0.0,41.0,12.0,29%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IF
Julián Álvarez,https://www.instagram.com/juliaanalvarez/,0,36.0,11.0,27.0,3.0,0.0,0.0,24.0,0,0.0,23.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"1,110",30.83,7.0,137.0,0,0.0,0.0,2.0,0.0,23.0,2.0,1.0,8.0,2.0,2.0,0.31,2.0,1.0,98.0,40.0,41%,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Steven Alzate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Harry Amass,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LB
Zeki Amdouni,0,0,34.0,5.0,5.0,23.0,0.0,0.0,27.0,0,0.0,10.0,9.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,488,14.35,2.0,8.0,0,0.0,0.0,2.0,0.0,22.0,2.0,0.0,3.0,2.0,1.0,0.15,1.0,0.0,49.0,22.0,45%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Samuel Amissah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Ethan Ampadu,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Sofyan Amrabat,0,0,21.0,0.0,11.0,7.0,0.0,0.0,27.0,59%,0.0,1.0,8.0,19.0,9.0,0.0,60.0,48.0,56.0,6.0,5.0,6.0,0.0,1.0,0.0,645,30.71,0.0,7.0,14%,0.0,35.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
Joseph Anang,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Joachim Andersen,https://www.instagram.com/joachimandersen3/,0,38.0,2.0,13.0,15.0,8.0,58.0,56.0,63%,0.0,5.0,40.0,202.0,109.0,0.0,193.0,181.0,107.0,14.0,90.0,47.0,0.0,1.0,3.0,"2,151",56.61,4.0,31.0,32%,6.0,202.0,7.0,0.0,43.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Elliot Anderson,0,0,21.0,0.0,12.0,6.0,0.0,0.0,24.0,75%,0.0,5.0,8.0,20.0,11.0,0.0,60.0,83.0,87.0,21.0,19.0,14.0,0.0,0.0,2.0,416,19.81,2.0,19.0,16%,4.0,4.0,3.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,26%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
André Gomes,0,0,12.0,1.0,3.0,7.0,0.0,0.0,7.0,57%,0.0,2.0,3.0,3.0,1.0,0.0,34.0,16.0,49.0,3.0,1.0,9.0,0.0,0.0,0.0,259,21.58,0.0,26.0,12%,4.0,18.0,4.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.08,0.0,0.0,8.0,4.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Andrey Santos,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Vincent Angelini,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Ângelo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Tino Anjorin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Jaidon Anthony,https://twitter.com/JaidonnA11,https://www.instagram.com/jaidona11/,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,14.33,0.0,2.0,0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Antony,https://www.instagram.com/antony00/,0,29.0,1.0,12.0,12.0,0.0,0.0,40.0,0,0.0,17.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,561,19.34,7.0,16.0,0,0.0,0.0,5.0,0.0,19.0,2.0,0.0,0.0,1.0,1.0,0.03,0.0,0.0,43.0,16.0,37%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CB
Keenan Appiah-Forson,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,CM
Oliver Arblaster,0,0,12.0,0.0,0.0,9.0,0.0,0.0,23.0,61%,0.0,0.0,15.0,8.0,1.0,0.0,52.0,61.0,47.0,17.0,9.0,15.0,0.0,0.0,0.0,428,35.67,1.0,7.0,0%,0.0,21.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DM
Cameron Archer,https://www.instagram.com/cameronarcher9/,0,30.0,4.0,4.0,21.0,0.0,0.0,18.0,0,0.0,15.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,333,11.1,6.0,5.0,0,0.0,0.0,2.0,0.0,15.0,13.0,0.0,4.0,0.0,1.0,0.13,0.0,0.0,42.0,11.0,26%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IF
